de,gsw
soll (er/sie/es),söll
sollen,sölle
sondern,sondern
sonst,susch
sonst,susch
sowieso,sowieso
speichern,speichere
speichern (sie),speichered
Speichertürme,speichertürm
spinne (ich),spinn
Sprache,Sproch
steht (er/sie/es),stoht
Stelle,Stell
stellt (er/sie/es),stellt
stimmen,stimme
stimmt (er/sie/es),Stimmt
Teil,teil
Turm,turm
Turm,turm
über,über
überall,überall
Überbegriff,oberbegriff
überlegt (ihr),überlegged
um zu,zum
umsetzbar,umsetzbar
und,und
und,und
und,und
und,und
und,und
und,und
und,und
und,und
und,und
und,Und
und,und
und,und
und,und
und,und
und,und
und,und
unschweizerisch,unschwiizerisch
unterste (N),unterste
Vegetarier,Vegetarier
Verbot,Verbot
Verbot,Verbot
verboten,verbotte
verbreitet,verbreitet
verfassungsmässigen (pl.),verfassigsmässige
Vergleich,Verglich
viel,viel
viele,vieli
vieles,vieles
vielleicht,villicht
vom,vom
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
vorstellen,vorstelle
während,während
wäre (er/sie/es),wär
wäre (er/sie/es),wär
wären (sie),wäre
Warteck,Warteck
was,wo
wegen,wege
Weihnachten,Wiehnachte
weil,will
weil,will
weiter,wiiter
weitere (pl.),wiitere
wenn,Wenn
wenn,wenn
wenn,wenn
wenn,wenn
Werbeverbot,Wärbeverbot
Werbung,Wärbig
Werbung,Wärbig
Werbung,Werbig
werden,wärde
werden,wärde
werden,werde
werden (sie),wärde
werden (sie),wärde
wieder,wider
will (ich),will
wird (er/sie/es),wird
wird (er/sie/es),wird
wird (er/sie/es),wird
wird (er/sie/es),wird
wirklich,würkli
wirklich,würkli
wohl,wohl
würde (er/sie/es),Würd
zarten (M),zarte
ziehen,zieh
Ziel,Ziil
zu nehmen,zneh
Zucker,Zucker
Zucker,Zucker
zuckerhaltigen (pl.),zuckerhaltige
zum,zum
zweitunterste (N),zweitunterste
1,Eins
2,Zwei
3,Drey
4,Vier
5,Fünf
6,Sächs
7,Siebä
8,Acht
9,Nün
10,Zäh
11,Elf
12,Zwölf
13,Drizäh
14,Vierzäh
15,Fufzäh
16,Sächzäh
17,Siebzäh
18,Achzäh
19,Nünzäh
20,Zwanzig
30,Drissig
40,Vierzig
50,Fufzig
60,Sächzig
70,Siebzig
80,Achzig
90,Nünzig
100,Hundert
1000,Tusig
10000,Zähtusig
100000,Hunderttusig
1000000,Ei Million
1000000000,E Milliarde
1,Eins
2,Zwei
3,Drei
4,Vier
5,Fünf
6,Sächs
7,Siebe
8,Acht
9,Nüün
10,Zäh
11,Elf
12,Zwölf
13,Drizäh
14,Vierzäh
15,Fufzäh
16,Sächszäh
17,Siebzäh
18,Achtzäh
19,Nüünzäh
20,Zwanzig
30,Drissig
40,Vierzig
50,Fufzig
60,Sächstzig
70,Siebtzig
80,Achtzig
90,Nüüntzig
100,Hundert
1000,Tuusig
10000,Zähtuusig
100000,Hunderttuusig
1000000,Ei Million
1000000000,Ei Milliarde
1,Eis
2,Zwoi
3,Drü
4,Vier
5,Füf
6,Sehs
7,Siebe
8,Acht
9,Nün
10,Zeh
11,Elf
12,Zwölf
13,Drizeh
14,Vierzeh
15,Füfzwh
16,Sechzeh
17,Siebzeh
18,Achtzeh
19,Nünzeh
20,Zwänzig
30,Drissig
40,Vierzig
50,Füfzig
60,Sechzig
70,Siebzig
80,Achtzig
90,Nünzig
100,Hundert
1000,Tuusig
10000,Zehtuusig
100000,Hundertuusig
1000000,E million
1000000000,E milliard
1,eis
2,zwei
3,drei
4,vier
5,fünd
6,sechs
7,siebe
8,acht
9,nün
10,zeh
11,elf
12,zwölf
13,drizeh
14,vierzeh
15,fufzeh
16,sechzeh
17,siebzeh
18,achzeh
19,nünzeh
20,zwanzig
30,drissig
40,vierzig
50,fufzig
60,sechzig
70,siebzig
80,achzig
90,nünzig
100,hundert
1000,tuusih
10000,zehtuusig
100000,hunderttuusig
1000000,ei Million
1000000000,ei Milliarde
1,Eis
2,Zwei
3,Drü
4,Vier
5,Füf
6,Sägs
7,Siibe
8,Acht
9,Nün
10,Zäh
11,Elf
12,Zwölf
13,Deizäh
14,Vierzäh
15,Füfzäh
16,Sächzäh
17,Sibzäh
18,Achzäh
19,Nünzäh
20,Zwanzig
30,Drissig
40,Vierzig
50,Füfzig
60,Sächzig
70,Sibzig
80,Achzig
90,Nünzig
100,Hundert
1000,Tuusig
10000,Zähtuusig
100000,Hunderttuusig
1000000,E milion
1000000000,E miliard
3,drey
100000000,Hundert Millione
anbieten,abiete
anbieten,abiete
anfangen,afo
anfangen,afoo
ankommen,ako
ankommen,acho
anrufen,alüte
anrufen,alütte
antworten,antworte
antworten,antworte
arbeiten,arbeite
arbeiten,schaffe
aufhören,ufhöre
aufhören,ufhöre
ausruhen,usrueh
ausruhen,usruihe
auswählen,uswähle
auswählen,ussueche
beenden,beende
beenden,ufhöre
beginnen,beginne
beginnen,afoh
behandeln,behandle
behandeln,behandle
benutzen,benutze
benutzen,bruche
berühren,berühre
berühren,berüehre
beschreiben,beschriebe
beschreiben,beschrieebe
besuchen,bsueche
besuchen,bsueche
besuchen,bsueche
bevorzugen,bevorzuge
bevorzugen,bevorzue
bewegen,bewege
bewegen,bewege
bleiben,bliebe
bleiben,bliibe
brauchen,bruche
brauchen,bruche
brennen,brenne
brennen,brenne
bringen,bringe
bringen,bringe
denken,denke
denken,dänke
drücken,drucke
drücken,drucke
drücken,drückä
entscheiden,entscheide
entscheiden,entscheide
erhalten,erhalte
erhalten,übercho
erinnern,erinnere
erinnern,erinnere
erinnern,erinnere
erkennen,erkenne
erkennen,erkenne
erklären,erkläre
erklären,erkläre
erlauben,erlaube
erlauben,erlaube
erzählen,erzähle
erzählen,vrzelle
essen,esse
essen,ässe
fahren,fahre
fahren,fahre
fallen,falle
fallen,falle
fallen,gheie
finden,finde
finden,finde
fragen,froge
fragen,frooge
fühlen,fühle
fühlen,fühle
füllen,fülle
füllen,fülle
gehen,goh
gehen,goh
geschehen,passiere
geschehen,passiere
gewinnen,gwünne
gewinnen,gwünne
glauben,glaube
glauben,glaube
haben,ha
haben,haa
halten,halte
halten,hebe
hassen,hasse
hassen,hasse
hassen,hasse
helfen,hälfe
helfen,hälfe
hoffen,hoffe
hoffen,hoffe
hören,höre
hören,ghöre
kaufen,kaufe
kaufen,chaufe
kochen,koche
kochen,choche
kommen,ko
kommen,cho
kosten,koste
kosten,probiere
kämpfen,kämpfe
kämpfen,kämpfe
können,könne
können,chönne
lachen,lache
lachen,lache
leben,läbe
leben,läbe
legen,lege
legen,legge
lehren,lehre
lehren,lehre
lernen,lerne
lernen,lerne
lesen,läse
lesen,lääse
lieben,liebe
lieben,liebe
lächeln,lächle
lächeln,lächle
lügen,lüege
lügen,lüüge
machen,mache
machen,mache
nehmen,näh
nehmen,neh
putzen,putze
putzen,putze
reden,rede
reden,schwätze
reisen,reise
reisen,reise
rennen,renne
rennen,seckle
rennen,springe
sagen,sage
sagen,säge
schauen,luege
schauen,luege
schicken,schicke
schicken,schicke
schlafen,schlofe
schlafen,schloofe
schliessen,schliesse
schliessen,zuemache
schmerzen,schmerze
schmerzen,weh tue
schneiden,schnide
schneiden,schniide
schreiben,schribe
schreiben,schriiebe
schreien,schreie
schreien,schreiä
sehen,gseh
sehen,gseh
sein,si
sein,sii
singen,singe
singen,singä
sitzen,sitze
sitzen,sitze
spielen,spiele
spielen,spiele
sprechen,spreche
sprechen,rede
springen,springe
springen,gumpe
sterben,sterbe
sterben,stärbe
studieren,studiere
studieren,studiere
tanzen,tanze
tanzen,dantze
treffen,treffe
treffen,träffe
trinken,trinke
trinken,trinke
trinken,drinke
töten,töte
töten,töte
unterstützen,unterstütze
unterstützen,untrstütze
verbessern,verbessere
verbessern,vrbessere
vergeben,vergä
vergeben,vergeh
vergessen,vergässe
vergessen,vrgässe
vergleichen,vergliche
vergleichen,vrgliiche
verkaufen,verchaufe
verkaufen,verkaufe
verkaufen,verchaufe
verlassen,verloh
verlassen,verloh
verlieren,verliere
verlieren,verliere
versprechen,verspreche
versprechen,vrspräche
verstecken,verstecke
verstecken,vrstecke
verstehen,verstoh
verstehen,verstoh
versuchen,versueche
versuchen,probiere
vorschlagen,vorschlo
vorschlagen,vorschloh
vorschlagen,vorschloh
waschen,washe
waschen,wäsche
waschen,wäsche
weinen,hüle
weinen,brüehle
weitermachen,witermache
weitermachen,wittermache
werfen,wärfe
werfen,werfe
werfen,schiesse
wiederholen,viderhoole
wiederholen,wiederhole
wiederholen,wiedrhoole
wissen,wüsse
wissen,wüsse
wissen,wüsse
wollen,welle
wollen,welle
zahlen,zahle
zahlen,zahle
zeigen,zeige
zeigen,zeige
zerstören,zerstöre
zerstören,zerstööre
ziehen,zieh
ziehen,zieh
zubereiten,zubereite
zubereiten,zuebereite
zuhören,zuelose
zuhören,zueloose
zählen,zelle
zählen,zelle
zurückkehren,zruckgo
zurückkehren,zruggcho
1,Eins
1,Eis
1,Eins
2,Zwei
2,Zwoi
2,Zwei
3,Drei
3,Drüü
3,Drei
4,Vier
4,Vier
4,Vier
5,Fünf
5,Fünf
5,Fünf
6,Sechs
6,Sächs
6,Sächs
7,Siebe
7,Siebe
7,Siebe
8,Acht
8,Acht
8,Acht
9,Nün
9,Nüün
9,Neun
10,Zäh
10,Zäh
10,Zäh
11,Elf
11,Ölf
11,Elf
12,Zwölf
12,Zwölf
12,Zwölf
13,Dritzäh
13,Drizäh
13,Drizäh
14,Vierzäh
14,Vierzäh
14,Vierzäh
15,Fufzäh
15,Füfzäh
15,Fufzäh
16,Sechzäh
16,Sächszäh
16,Sächzäh
17,Sibzäh
17,Siebzäh
17,Siebzäh
18,Achtzäh
18,Achtzäh
18,Achtzäh
19,Nünzäh
19,Nünzäh
19,Nünzäh
20,Zwanzig
20,Zwänzgt
20,Zwanzig
30,Drissig
30,Drissgt
30,Drissig
40,Vierzig
40,Vierzgt
40,Vierzig
50,Fufzig
50,Füfzgt
50,Fufzig
60,Sechzig
60,Sächszgt
60,Sächzig
70,Sibzig
70,Siebzgt
70,Sibzig
80,Achzig
80,Achzgt
80,Achtzig
90,Nünzig
90,Nünzgt
90,Nünzig
100,Hundert
100,Hundert
100,Hundert
1000,Dussig
1000,Tuusig
1000,Tusig
10000,Zähdussig
10000,Zähtuusig
10000,Zähtusig
100000,Hundertdussig
100000,Hunderttuusig
100000,Hunderttusig
1000000,Ei million
1000000,E Million
1000000,Ei Million
1000000000,Ei milliard
1000000000,Ei Milliarde
